"Substance";"categories";"location";"CF_DALY_per_kg"
"Ammonia";"('air', 'urban air close to ground')";"SAS";6.88e-05
"Ammonia";"('air', 'urban air close to ground')";"CN-JS";0.000288
"Ammonia";"('air', 'urban air close to ground')";"TZ";0.000101
"Ammonia";"('air', 'urban air close to ground')";"GLO";1.44e-05
"Ammonia";"('air', 'urban air close to ground')";"CN-JL";9.9e-05
"Ammonia";"('air', 'urban air close to ground')";"CA-NB";2.34e-05
"Ammonia";"('air', 'urban air close to ground')";"BE";0.000929
"Ammonia";"('air', 'urban air close to ground')";"UA";0.000137
"Ammonia";"('air', 'urban air close to ground')";"CN-XJ";1.82e-05
"Ammonia";"('air', 'urban air close to ground')";"CN-TJ";0.000227
"Ammonia";"('air', 'urban air close to ground')";"RER";0.000131
"Ammonia";"('air', 'urban air close to ground')";"LU";0.000554
"Ammonia";"('air', 'urban air close to ground')";"CN-YN";0.000253
"Ammonia";"('air', 'urban air close to ground')";"CN-BJ";0.000259
"Ammonia";"('air', 'urban air close to ground')";"IR";4.69e-05
"Ammonia";"('air', 'urban air close to ground')";"CN-GX";0.000203
"Ammonia";"('air', 'urban air close to ground')";"RNA";2.01e-05
"Ammonia";"('air', 'urban air close to ground')";"CA-QC";1.41e-05
"Ammonia";"('air', 'urban air close to ground')";"US-WECC";2.76e-05
"Ammonia";"('air', 'urban air close to ground')";"TR";0.000137
"Ammonia";"('air', 'urban air close to ground')";"US-HICC";2.21e-05
"Ammonia";"('air', 'urban air close to ground')";"CN-FJ";0.000345
"Ammonia";"('air', 'urban air close to ground')";"CN-XZ";9.93e-06
"Ammonia";"('air', 'urban air close to ground')";"GB";0.000547
"Ammonia";"('air', 'urban air close to ground')";"US-RFC";0.000189
"Ammonia";"('air', 'urban air close to ground')";"NL";0.000785
"Ammonia";"('air', 'urban air close to ground')";"GR";7.6e-05
"Ammonia";"('air', 'urban air close to ground')";"US-SERC";9.32e-05
"Ammonia";"('air', 'urban air close to ground')";"CA-NT";1.07e-06
"Ammonia";"('air', 'urban air close to ground')";"MY";0.000149
"Ammonia";"('air', 'urban air close to ground')";"CN-SA";0.000153
"Ammonia";"('air', 'urban air close to ground')";"CA-SK";5.76e-06
"Ammonia";"('air', 'urban air close to ground')";"AT";0.000285
"Ammonia";"('air', 'urban air close to ground')";"CA-NU";1.03e-06
"Ammonia";"('air', 'urban air close to ground')";"HU";0.00017
"Ammonia";"('air', 'urban air close to ground')";"DE";0.000531
"Ammonia";"('air', 'urban air close to ground')";"IN-KA";0.000116
"Ammonia";"('air', 'urban air close to ground')";"CN-NX";0.000107
"Ammonia";"('air', 'urban air close to ground')";"CN-QH";2.29e-05
"Ammonia";"('air', 'urban air close to ground')";"CN-AH";0.000208
"Ammonia";"('air', 'urban air close to ground')";"PL";0.000209
"Ammonia";"('air', 'urban air close to ground')";"RoW";1.44e-05
"Ammonia";"('air', 'urban air close to ground')";"SI";0.000249
"Ammonia";"('air', 'urban air close to ground')";"US-ASCC";6.74e-06
"Ammonia";"('air', 'urban air close to ground')";"CZ";0.000303
"Ammonia";"('air', 'urban air close to ground')";"BR-Northern grid";1.6e-05
"Ammonia";"('air', 'urban air close to ground')";"CA-YK";1.12e-06
"Ammonia";"('air', 'urban air close to ground')";"NP";6.55e-05
"Ammonia";"('air', 'urban air close to ground')";"CN-GD";0.000474
"Ammonia";"('air', 'urban air close to ground')";"FI";4.72e-05
"Ammonia";"('air', 'urban air close to ground')";"LV";9.46e-05
"Ammonia";"('air', 'urban air close to ground')";"AU";3.91e-06
"Ammonia";"('air', 'urban air close to ground')";"CA-MB";6.03e-06
"Ammonia";"('air', 'urban air close to ground')";"CN-HL";7.41e-05
"Ammonia";"('air', 'urban air close to ground')";"MT";8.34e-05
"Ammonia";"('air', 'urban air close to ground')";"CN-ZJ";0.000454
"Ammonia";"('air', 'urban air close to ground')";"RS";0.000174
"Ammonia";"('air', 'urban air close to ground')";"SE";5e-05
"Ammonia";"('air', 'urban air close to ground')";"US";5.04e-05
"Ammonia";"('air', 'urban air close to ground')";"CN";0.000111
"Ammonia";"('air', 'urban air close to ground')";"CN-GZ";0.000354
"Ammonia";"('air', 'urban air close to ground')";"CA-AB";1.54e-05
"Ammonia";"('air', 'urban air close to ground')";"UN-SEASIA";0.000179
"Ammonia";"('air', 'urban air close to ground')";"CN-SC";0.000196
"Ammonia";"('air', 'urban air close to ground')";"HR";0.000144
"Ammonia";"('air', 'urban air close to ground')";"CL";7.81e-06
"Ammonia";"('air', 'urban air close to ground')";"CN-GS";7.87e-05
"Ammonia";"('air', 'urban air close to ground')";"FR";0.000301
"Ammonia";"('air', 'urban air close to ground')";"US-TRE";4.65e-05
"Ammonia";"('air', 'urban air close to ground')";"CY";4.75e-05
"Ammonia";"('air', 'low population density, long-term')";"RER";0.000131
"Ammonia";"('air', 'low population density, long-term')";"DE";0.000531
"Ammonia";"('air', 'low population density, long-term')";"CH";0.000564
"Ammonia";"('air', 'low population density, long-term')";"Europe without Switzerland";0.00013
"Ammonia";"('air', 'low population density, long-term')";"CA-MB";6.03e-06
"Ammonia";"('air', 'low population density, long-term')";"US";5.04e-05
"Ammonia";"('air', 'low population density, long-term')";"CN";0.000111
"Ammonia";"('air', 'low population density, long-term')";"CA-SK";5.76e-06
"Ammonia";"('air', 'low population density, long-term')";"CA-AB";1.54e-05
"Ammonia";"('air', 'low population density, long-term')";"RNA";2.01e-05
"Ammonia";"('air', 'low population density, long-term')";"RoW";1.44e-05
"Ammonia";"('air', 'low population density, long-term')";"CA-QC";1.41e-05
"Ammonia";"('air', 'low population density, long-term')";"GLO";1.44e-05
